SYSTEM,STANDARD_IDENTIFIER,STANDARD_DISPLAY,RANK
LOINC,5677-0,Lead [Mass/time] in 24 hour Urine,3982
LOINC,5676-2,Lead [Mass/volume] in Urine,4552
LOINC,14976-5,Lecithin/Sphingomyelin [Ratio] in Amniotic fluid,11905
LOINC,60988-3,Left atrial pressure,-1
LOINC,89016-0,Hearing threshold Ear - left --1000 Hz,-1
LOINC,89018-6,Hearing threshold Ear - left --2000 Hz,-1
LOINC,89022-8,Hearing threshold Ear - left --4000 Hz,-1
LOINC,13941-0,Lymphocytes/100 leukocytes in Body fluid by Manual count,967
LOINC,10328-3,Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count,1091
LOINC,22651-4,Lysine [Moles/volume] in Cerebral spinal fluid,8676
LOINC,35559-4,Protein.monoclonal band 2 [Mass/volume] in Serum or Plasma by Electrophoresis,3370
LOINC,51435-6,Protein.monoclonal band 1 [Mass/volume] in Serum or Plasma by Electrophoresis,1841
LOINC,5256-3,Mycoplasma pneumoniae IgM Ab [Units/volume] in Serum by Immunoassay,2729
LOINC,37753-1,XR Knee - right Views W manual stress,-1
LOINC,28565-0,XR Knee Views,5116
LOINC,89024-4,Hearing threshold Ear - left --500 Hz,-1
LOINC,8861-7,Left ventriclar Stroke work,-1
LOINC,32781-7,Legionella sp Ag [Presence] in Urine,5852
LOINC,593-4,Legionella sp identified in Specimen by Organism specific culture,2256
LOINC,26114-9,XR Lower extremity - right Views,-1
LOINC,18262-6,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,363
LOINC,86222-7,Lipoprotein.alpha 3 [Moles/volume] in Serum,12918
LOINC,47213-4,Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma,2967
LOINC,17782-4,Lipoprotein.beta.subparticle [Entitic length] in Serum or Plasma,1795
LOINC,43727-7,Lipoprotein.beta.subparticle.small [Moles/volume] in Serum or Plasma,1883
LOINC,53133-5,Cholesterol in LDL [Moles/volume] in Body fluid,-1
LOINC,21365-2,Leptin [Mass/volume] in Serum or Plasma,3815
LOINC,7959-0,Leptospira sp Ab [Titer] in Serum,14229
LOINC,594-2,Leptospira sp identified in Specimen by Organism specific culture,16920
LOINC,51852-2,Letter,11857
LOINC,20649-0,Leucine [Moles/volume] in Serum or Plasma,2802
LOINC,2187-3,Cytosol aminopeptidase [Enzymatic activity/volume] in Serum or Plasma,13685
LOINC,5064-1,Borrelia burgdorferi IgM Ab [Units/volume] in Serum by Immunoassay,3342
LOINC,54434-6,Lipoprotein.beta.subparticle [Moles/volume] in Serum or Plasma,1871
LOINC,11054-4,Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,549
LOINC,39326-4,XR Ribs - left and Chest Views,8525
LOINC,22693-6,Leucine/Creatinine [Molar ratio] in Urine,11363
LOINC,30471-7,levETIRAcetam [Mass/volume] in Serum or Plasma,1120
LOINC,26074-5,RF Knee - left Arthrogram,-1
LOINC,5798-4,Leucine crystals [Presence] in Urine sediment by Light microscopy,5038
LOINC,25163-7,Leucine crystals [#/area] in Urine sediment by Microscopy high power field,10853
LOINC,9412-8,Leucine [Moles/volume] in Cerebral spinal fluid,8682
LOINC,4659-9,Leukocyte phosphatase [Enzymatic activity/volume] in Leukocytes,7167
LOINC,29257-3,Mycoplasma pneumoniae DNA [Presence] in Specimen by NAA with probe detection,933
LOINC,19054-6,Mycoplasma pneumoniae [Presence] in Specimen by Organism specific culture,12378
LOINC,52778-8,Maximum clot firmness [Length] in Blood by Thromboelastography,3501
LOINC,17314-6,Myelin associated glycoprotein IgM Ab [Units/volume] in Serum by Immunoassay,6108
LOINC,25113-2,Malate/Creatinine [Molar ratio] in Urine,11317
LOINC,47696-0,Malonate/Creatinine [Molar ratio] in Urine,12765
LOINC,26075-2,RF Knee - right Arthrogram,-1
LOINC,24800-5,RF Knee Arthrogram,-1
LOINC,5799-2,Leukocyte esterase [Presence] in Urine by Test strip,81
LOINC,13655-6,Leukocytes [Presence] in Stool by Light microscopy,1572
LOINC,24686-8,XR Lower extremity Views,-1
LOINC,89271-1,Heart rate --during apnea,-1
SNOMED CT,417891000,On examination - pinhole visual acuity left eye (finding),-1
SNOMED CT,386711006,Near visual acuity - left eye (observable entity),-1
SNOMED CT,397534005,Corrected visual acuity - left eye (observable entity),-1
SNOMED CT,277762005,Lumbar puncture (procedure),-1
LOINC,36310-1,XR Knee - bilateral 3 Views,-1
LOINC,26358-2,XR Knee - bilateral AP W standing,-1
LOINC,80288-4,Level of consciousness,4381
LOINC,3714-3,Lidocaine [Mass/volume] in Serum or Plasma,2253
LOINC,24971-4,XR Lumbar spine Views W flexion and W extension,-1
LOINC,36635-1,XR Knee - bilateral Views,-1
LOINC,30534-2,Linoleoylcarnitine (C18:2) [Moles/volume] in Serum or Plasma,2237
LOINC,3040-3,Lipase [Enzymatic activity/volume] in Serum or Plasma,122
LOINC,26395-4,XR Knee - left 2 Views,6320
LOINC,15212-4,Lipase [Enzymatic activity/volume] in Body fluid,2110
LOINC,32722-1,Lipase [Enzymatic activity/volume] in Peritoneal fluid,6668
LOINC,79371-1,XR Spine Lumbar and Sacrum GE 2 Views,-1
LOINC,36311-9,XR Knee - left 3 Views,-1
LOINC,47418-9,Lipase [Enzymatic activity/volume] in Pleural fluid,5963
LOINC,24331-1,Lipid 1996 panel - Serum or Plasma,208
LOINC,2569-2,Lipids [Mass/volume] in Serum,2580
LOINC,37340-7,XR Spine Lumbar and Sacrum Views,-1
LOINC,3879-4,Opiates [Presence] in Urine,283
LOINC,24846-8,XR Optic foramen Views,-1
LOINC,30903-9,Neutrophil oxidative burst [Presence] in Blood by Flow cytometry (FC),5838
LOINC,770-8,Neutrophils/100 leukocytes in Blood by Automated count,35
LOINC,12238-2,Neutrophils/100 leukocytes in Body fluid by Manual count,1072
LOINC,13516-0,Neutrophils/100 leukocytes in Cerebral spinal fluid by Manual count,1738
LOINC,9306-2,Polymorphonuclear cells/100 leukocytes in Body fluid by Manual count,4946
LOINC,769-0,Segmented neutrophils/100 leukocytes in Blood by Manual count,186
SNOMED CT,288470005,Ability to perform mouthcare activities (observable entity),-1
LOINC,9000-1,Fluid intake oral Measured,-1
LOINC,34571-0,aPTT.lupus sensitive (LA screen),1292
LOINC,14248-9,Purkinje cells Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,4828
LOINC,2905-8,Pyruvate [Mass/volume] in Blood,3554
LOINC,25132-2,Pyruvate/Creatinine [Molar ratio] in Urine,3845
LOINC,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,179
LOINC,64300-7,Organ donation consent Document,-1
LOINC,20652-4,Ornithine [Moles/volume] in Serum or Plasma,2845
LOINC,22647-2,Ornithine [Moles/volume] in Cerebral spinal fluid,8689
LOINC,17869-9,Orotate/Creatinine [Molar ratio] in Urine,5896
LOINC,2692-2,Osmolality of Serum or Plasma,605
LOINC,30230-7,Segmented neutrophils/100 leukocytes in Body fluid by Manual count,6150
LOINC,48050-9,Neutrophils [Presence] in Stool by Wright stain,4837
SNOMED CT,417491009,Neonatal hearing test (procedure),-1
LOINC,18244-4,Niacin [Mass/volume] in Serum or Plasma,4202
LOINC,56961-6,Nicotinamide [Mass/volume] in Serum or Plasma,7248
LOINC,3853-9,Nicotine [Mass/volume] in Serum or Plasma,1757
LOINC,3854-7,Nicotine [Mass/volume] in Urine,2957
LOINC,42192-5,Nidus [Presence] in Stone,2687
LOINC,11559-2,Fractional oxyhemoglobin in Blood,2871
LOINC,11247-4,oxyMORphone [Presence] in Urine,4576
LOINC,14278-6,Neutrophil cytoplasmic Ab.perinuclear [Titer] in Serum by Immunofluorescence,2683
LOINC,50984-4,Horowitz index in Arterial blood,1912
LOINC,33980-4,Voltage-gated calcium channel P/Q type binding Ab [Moles/volume] in Serum,2497
LOINC,12859-5,HIV 1 p18 Ab [Presence] in Serum by Immunoblot,5974
LOINC,49010-2,Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma,3343
LOINC,2703-7,Oxygen [Partial pressure] in Arterial blood,196
LOINC,32123-2,Pregnancy associated plasma protein A [Multiple of the median] in Serum or Plasma,3533
SNOMED CT,406127006,Pain intensity (observable entity),-1
LOINC,25907-7,Elastase.pancreatic [Mass/mass] in Stool,2140
LOINC,2721-9,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,4487
LOINC,2722-7,"Pantothenate [Mass/volume] in Serum, Plasma or Blood",7871
LOINC,2693-0,Osmolality of Stool,5648
LOINC,15200-9,Osmolality of Body fluid,5839
LOINC,5802-4,Nitrite [Presence] in Urine by Test strip,85
LOINC,43396-1,Cholesterol non HDL [Mass/volume] in Serum or Plasma,116
LOINC,49753-7,Norbuprenorphine [Mass/volume] in Urine,1016
LOINC,9666-9,HIV 1 p31 Ab [Presence] in Serum by Immunoblot,6274
LOINC,35565-1,HIV 1 p40 Ab [Presence] in Serum by Immunoblot,9674
LOINC,9667-7,HIV 1 p51 Ab [Presence] in Serum by Immunoblot,6201
LOINC,9668-5,HIV 1 p55 Ab [Presence] in Serum by Immunoblot,6412
LOINC,12856-1,HIV 1 p65 Ab [Presence] in Serum by Immunoblot,6236
LOINC,8414-5,Pulmonary artery Mean blood pressure,-1
LOINC,8440-0,Pulmonary artery Systolic blood pressure,2581
LOINC,48407-1,Pregnancy associated plasma protein A [Mass/volume] in Serum or Plasma,3583
LOINC,11557-6,Carbon dioxide [Partial pressure] in Blood,125
LOINC,60432-2,Date of previous PAP smear,1648
LOINC,7795-8,Pappenheimer bodies [Presence] in Blood by Light microscopy,2733
SNOMED CT,118212000,Parity finding (finding),-1
LOINC,5869-3,Parainfluenza virus 1 Ag [Presence] in Specimen by Immunofluorescence,7013
LOINC,29908-1,Parainfluenza virus 1 RNA [Presence] in Specimen by NAA with probe detection,930
LOINC,5871-9,Parainfluenza virus 2 Ag [Presence] in Specimen by Immunofluorescence,7056
LOINC,29909-9,Parainfluenza virus 2 RNA [Presence] in Specimen by NAA with probe detection,919
LOINC,5873-5,Parainfluenza virus 3 Ag [Presence] in Specimen by Immunofluorescence,7057
LOINC,29910-7,Parainfluenza virus 3 RNA [Presence] in Specimen by NAA with probe detection,927
LOINC,2695-5,Osmolality of Urine,329
LOINC,4667-2,Osmotic fragility of Red Blood Cells,9594
LOINC,59466-3,Hematologist review of results,1620
LOINC,9776-6,Norchlordiazepoxide [Mass/volume] in Serum or Plasma,8322
LOINC,3537-8,Nordiazepam [Mass/volume] in Serum or Plasma,7341
LOINC,16202-4,Nordiazepam [Presence] in Urine by Confirmatory method,4062
LOINC,3862-0,Nordoxepin [Mass/volume] in Serum or Plasma,3847
LOINC,2666-6,Norepinephrine [Mass/volume] in Plasma,3129
LOINC,3936-2,Phencyclidine [Presence] in Urine,846
LOINC,18392-1,Phencyclidine [Presence] in Urine by Confirmatory method,3953
LOINC,35492-8,Methicillin resistant Staphylococcus aureus (MRSA) DNA [Presence] in Specimen by NAA with probe detection,489
LOINC,20077-4,Positive end expiratory pressure setting Ventilator,1081
LOINC,75265-9,Blood group antibody screen [Presence] in Serum or Plasma by Polyethylene glycol (PEG) method,-1
LOINC,58477-1,Pulmonary function study,-1
LOINC,41010-0,Parainfluenza virus 4 RNA [Presence] in Specimen by NAA with probe detection,954
LOINC,57771-8,Paraneoplastic Ab [Interpretation] in Serum Narrative,12308
LOINC,20932-0,Parasite identified in Specimen by Inspection,5474
LOINC,17784-0,Parasite identified in Blood by Light microscopy,10029
LOINC,5273-8,Parvovirus B19 IgG Ab [Units/volume] in Serum by Immunoassay,2812
LOINC,49432-8,Parvovirus B19 DNA [#/volume] (viral load) in Specimen by NAA with probe detection,7118
LOINC,9571-1,Parvovirus B19 DNA [Presence] in Specimen by NAA with probe detection,4125
LOINC,2668-2,Norepinephrine [Mass/time] in 24 hour Urine,2686
LOINC,11075-9,Norfentanyl [Mass/volume] in Urine,2543
LOINC,32650-4,Norflunitrazepam [Mass/volume] in Serum or Plasma,11485
LOINC,3868-7,Norfluoxetine [Mass/volume] in Serum or Plasma,9828
LOINC,61421-4,Norhydrocodone [Presence] in Urine by Confirmatory method,3016
LOINC,6742-1,Erythrocyte morphology finding [Identifier] in Blood,217
LOINC,10996-7,Normeperidine [Mass/volume] in Serum or Plasma,11782
LOINC,14875-9,Phenylalanine [Moles/volume] in Serum or Plasma,2825
LOINC,18475-4,Phenylalanine/Creatinine [Molar ratio] in Urine,12546
LOINC,26612-2,Phosphoethanolamine [Moles/volume] in Serum or Plasma,7783
LOINC,25122-3,Phosphoethanolamine/Creatinine [Molar ratio] in Urine,18917
LOINC,20654-0,Phosphoserine [Moles/volume] in Serum or Plasma,10102
LOINC,25128-0,Phosphoserine/Creatinine [Molar ratio] in Urine,18273
LOINC,22671-2,Phytanate (C16:0(CH3)4) [Moles/volume] in Serum or Plasma,3787
LOINC,56745-3,PL-12 Ab [Presence] in Serum by Immunoblot,13527
LOINC,56744-6,PL-7 Ab [Presence] in Serum by Immunoblot,13526
LOINC,5274-6,Parvovirus B19 IgM Ab [Units/volume] in Serum by Immunoassay,2885
SNOMED CT,249504006,Passing flatus (finding),-1
LOINC,93246-7,Wish to be dead 1 month,-1
LOINC,11526-1,Pathology study,618
LOINC,27920-8,Normeperidine [Presence] in Urine,9243
LOINC,2669-0,Normetanephrine [Mass/volume] in Serum or Plasma,3502
LOINC,2670-8,Normetanephrine [Mass/volume] in Urine,3471
LOINC,33917-6,Nornicotine [Mass/volume] in Urine,2123
LOINC,80375-9,Norovirus Ag [Presence] in Stool by Rapid immunoassay,-1
LOINC,7974-9,Norovirus RNA [Presence] in Stool by NAA with probe detection,5282
LOINC,61424-8,Noroxycodone [Presence] in Urine by Confirmatory method,3094
LOINC,11556-8,Oxygen [Partial pressure] in Blood,45
LOINC,1298-9,Packed erythrocytes given [Volume],-1
LOINC,3978-4,Primidone [Mass/volume] in Serum or Plasma,5010
LOINC,22761-1,Pristanate (C15:0(CH3)4) [Moles/volume] in Serum or Plasma,3763
LOINC,30550-8,Pristanate (C15:0(CH3)4)/Phytanate (C16:0(CH3)4) [Molar ratio] in Serum or Plasma,3808
SNOMED CT,82296001,Pediatrician (occupation),-1
SNOMED CT,30473006,Pain in pelvis (finding),-1
LOINC,24871-6,XR Pelvis Pelvimetry,-1
LOINC,2697-1,Osteocalcin [Mass/volume] in Serum or Plasma,3896
LOINC,51586-6,Other cells/100 leukocytes in Blood by Manual count,5985
LOINC,75353-3,Other cells/100 leukocytes in Body fluid by Manual count,10782
LOINC,3870-3,Norpropoxyphene [Presence] in Serum or Plasma,-1
LOINC,19635-2,Norpropoxyphene [Mass/volume] in Urine,6920
LOINC,3872-9,Nortriptyline [Mass/volume] in Serum or Plasma,3103
LOINC,3874-5,Nortriptyline [Presence] in Urine,6782
LOINC,20655-7,Proline [Moles/volume] in Serum or Plasma,2848
LOINC,22690-2,Proline/Creatinine [Molar ratio] in Urine,12577
LOINC,24442-6,Propionylglycine/Creatinine [Molar ratio] in Urine,8937
LOINC,3545-1,Propoxyphene [Mass/volume] in Urine,2070
LOINC,27819-2,Protein C actual/normal in Platelet poor plasma by Coagulation assay,2430
LOINC,27820-0,Protein C Ag actual/normal in Platelet poor plasma by Immunoassay,2421
LOINC,27822-6,Protein S actual/normal in Platelet poor plasma by Coagulation assay,1977
LOINC,27823-4,Protein S Ag actual/normal in Platelet poor plasma by Immunoassay,2540
LOINC,2890-2,Protein/Creatinine [Mass Ratio] in Urine,285
LOINC,5902-2,Prothrombin time (PT),54
LOINC,43543-8,XR Pelvis GE 3 Views,-1
LOINC,52033-8,General correspondence attachment,-1
LOINC,2748-2,pH of Body fluid,1508
LOINC,10701-1,Ova and parasites identified in Stool by Concentration,993
LOINC,10353-1,Bacteria identified in Nose by Aerobe culture,3941
LOINC,18309-5,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Manual count,765
LOINC,41282-5,Nucleated erythrocytes/100 leukocytes [Ratio] in Body fluid by Manual count,4916
LOINC,9800-4,Number of Stones,1514
LOINC,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma,177
LOINC,35090-0,Patient history,3463
LOINC,32624-9,Race,1224
LOINC,8310-5,Body temperature,49
LOINC,10704-5,Ova and parasites identified in Stool by Light microscopy,893
SNOMED CT,386372009,Nutrition management (regime/therapy),-1
LOINC,57800-5,Oxygen content in Blood by calculation,2607
LOINC,59274-1,Oxygen content in Arterial blood by calculation,1855
LOINC,60841-4,Oxygen content in Venous blood by calculation,4724
LOINC,2708-6,Oxygen saturation in Arterial blood,248
LOINC,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,79
LOINC,12841-3,Prostate Specific Ag Free/Prostate specific Ag.total in Serum or Plasma,852
LOINC,10886-0,Prostate Specific Ag Free [Mass/volume] in Serum or Plasma,795
LOINC,5788-5,Oval fat bodies (globules) [#/area] in Urine sediment by Microscopy high power field,2642
LOINC,25158-7,Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy,6297
LOINC,7556-4,Ovalbumin IgE Ab [Units/volume] in Serum,2606
LOINC,774-0,Ovalocytes [Presence] in Blood by Light microscopy,347
LOINC,25725-3,Ovary Ab [Titer] in Serum by Immunofluorescence,12502
LOINC,7557-2,Ovomucoid IgE Ab [Units/volume] in Serum,2460
LOINC,15085-4,Oxalate [Moles/volume] in Serum or Plasma,6115
LOINC,2711-0,Oxygen saturation in Venous blood,808
LOINC,19224-5,Oxygen saturation in Mixed venous blood,1341
LOINC,6189-5,White Oak IgE Ab [Units/volume] in Serum,1332
LOINC,25121-5,Octenedioate (C8:1)/Creatinine [Molar ratio] in Urine,11253
LOINC,5964-2,Prothrombin time (PT) in Blood by Coagulation assay,623
LOINC,37616-0,XR Pelvis Single view,-1
LOINC,2701-1,Oxalate [Mass/time] in 24 hour Urine,2735
LOINC,3886-9,Oxazepam [Mass/volume] in Serum or Plasma,5819
LOINC,19639-4,Oxazepam [Presence] in Urine by Confirmatory method,4172
LOINC,35331-8,OXcarbazepine [Mass/volume] in Serum or Plasma,4350
LOINC,10998-3,oxyCODONE [Presence] in Urine,554
LOINC,9383-1,9-Hydroxyrisperidone [Mass/volume] in Serum or Plasma,7496
LOINC,69557-7,OJ Ab [Presence] in Serum by Immunoblot,13530
LOINC,8249-5,Transitional cells [Presence] in Urine sediment by Light microscopy,2481
LOINC,20455-2,Leukocytes [Presence] in Urine sediment by Light microscopy,578
LOINC,67848-2,Leukocyte clumps [Presence] in Urine sediment by Light microscopy,1678
LOINC,35542-0,Peanut IgG Ab [Mass/volume] in Serum,5999
LOINC,19642-8,oxyCODONE [Presence] in Urine by Screen method,525
LOINC,19643-6,oxyCODONE [Presence] in Urine by Confirmatory method,2194
LOINC,64798-2,Oxygen content in Mixed venous blood by calculation,5172
LOINC,3151-8,Inhaled oxygen flow rate,2478
LOINC,11507-1,Occupational therapy Progress note,-1
LOINC,23830-3,Bordetella pertussis.pertussis toxin IgA Ab [Units/volume] in Serum,8025
LOINC,23831-1,Bordetella pertussis.pertussis toxin IgG Ab [Units/volume] in Serum,7606
LOINC,18735-1,Physical therapy Initial evaluation note,-1
LOINC,11508-9,Physical therapy Progress note,-1
LOINC,24843-5,XR Neck Lateral,9769
SNOMED CT,14679004,Occupation (occupation),-1
LOINC,35145-2,Octanoate (C8:0) [Moles/volume] in Serum or Plasma,11773
LOINC,30540-9,Octanoylcarnitine (C8) [Moles/volume] in Serum or Plasma,2239
LOINC,30541-7,Octenoylcarnitine (C8:1) [Moles/volume] in Serum or Plasma,2466
LOINC,12389-3,OLANZapine [Mass/volume] in Serum or Plasma,6157
LOINC,13928-7,Parathyrin Ab [Presence] in Serum,11498
LOINC,15087-0,Parathyrin related protein [Moles/volume] in Serum or Plasma,2517
LOINC,30542-5,Oleoylcarnitine (C18:1) [Moles/volume] in Serum or Plasma,2234
LOINC,48803-1,Neural tube defect risk [Likelihood] in Fetus,1594
LOINC,11504-8,Surgical operation note,-1
LOINC,2730-0,Parathyrin.C-terminal [Mass/volume] in Serum or Plasma,10641
LOINC,2732-6,Parathyrin.mid molecule [Mass/volume] in Serum or Plasma,13226
LOINC,2729-2,Parathyrin related protein [Mass/volume] in Serum or Plasma,5034
LOINC,48793-4,Necroinflammatory activity grade,2948
LOINC,48792-6,Necroinflammatory activity score,2717
SNOMED CT,266934004,Transport problem (finding),-1
LOINC,24111-7,Neisseria gonorrhoeae DNA [Presence] in Specimen by NAA with probe detection,254
LOINC,6186-1,Nettle IgE Ab [Units/volume] in Serum,3438
SNOMED CT,308921004,Neurological symptom (finding),-1
LOINC,15060-7,Enolase.neuron specific [Mass/volume] in Serum or Plasma,4562
LOINC,41871-5,Voltage-gated potassium channel Ab [Moles/volume] in Serum,4157
LOINC,12598-9,Fat.neutral [Presence] in Stool,2220
LOINC,75462-2,Ophthalmology Outpatient Note,-1
LOINC,34807-8,Ophthalmology Consult note,-1
